Id,Source,Target
1014,News and Guts,Real
1015,News and Guts,Fake
1016,News and Guts,Real
1017,News and Guts,Real
1018,News and Guts,Acceptable
1019,News and Guts,Real
1020,News and Guts,Acceptable
1021,News and Guts,Real
1022,News and Guts,Real
1023,News and Guts,Fake
1024,NewsMax,Real
1025,NewsMax,Real
1026,NewsMax,Real
1027,NewsMax,Acceptable
1028,NewsMax,Fake
1029,NewsMax,Real
1030,NewsMax,Real
1031,NewsMax,Real
1032,NewsMax,Fake
1033,NewsMax,Acceptable
1034,NewsMax,Real
1035,NewsMax,Acceptable
1036,NewsMax,Real
1037,NewsMax,Acceptable
1038,NewsPunch,Fake
1039,NewsPunch,Fake
1040,NewsPunch,Fake
1041,NewsPunch,Acceptable
1042,NewsPunch,Fake
1043,NewsPunch,Fake
1044,NewsPunch,Fake
1045,NewsPunch,Fake
1046,NewsPunch,Fake
1047,NewsPunch,Fake
1048,NewsPunch,Fake
1049,NewsPunch,Fake
1050,NewsPunch,Real
1051,NewsPunch,Acceptable
1052,NewsPunch,Fake
1053,Newsy,Real
1054,Newsy,Real
1055,Newsy,Real
1056,Newsy,Real
1057,Newsy,Real
1058,Newsy,Real
1059,Newsy,Real
1060,Newsy,Real
1061,Newsy,Real
1062,Newsy,Real
1063,Occupy Democrats,Fake
1064,Occupy Democrats,Real
1065,Occupy Democrats,Acceptable
1066,Occupy Democrats,Fake
1067,Occupy Democrats,Fake
1068,Occupy Democrats,Fake
1069,Occupy Democrats,Fake
1070,One America News Network,Fake
1071,One America News Network,Real
1072,One America News Network,Real
1073,One America News Network,Acceptable
1074,One America News Network,Real
1075,One America News Network,Acceptable
1076,One America News Network,Real
1077,One America News Network,Real
1078,One America News Network,Real
1079,One America News Network,Real
1080,OZY,Real
1081,OZY,Real
1082,OZY,Real
1083,OZY,Real
1084,OZY,Real
1085,OZY,Real
1086,OZY,Real
1087,OZY,Acceptable
1088,OZY,Acceptable
1089,OZY,Acceptable
1090,OZY,Real
1091,OZY,Real
1092,OZY,Real
1093,OZY,Real
1094,OZY,Real
1095,OZY,Real
1096,Palmer Report,Fake
1097,Palmer Report,Fake
1098,Palmer Report,Fake
1099,Palmer Report,Fake
1100,Palmer Report,Fake
1101,Palmer Report,Fake
1102,Palmer Report,Fake
1103,Palmer Report,Fake
1104,Palmer Report,Fake
1105,Palmer Report,Fake
1106,Palmer Report,Fake
1107,Palmer Report,Fake
1108,Palmer Report,Fake
1109,Palmer Report,Fake
1110,Palmer Report,Fake
1111,Palmer Report,Fake
1112,Patribotics,Fake
1113,Patribotics,Fake
1114,Patribotics,Acceptable
1115,Patribotics,Fake
1116,Patribotics,Acceptable
1117,Patribotics,Fake
1118,Patribotics,Fake
1119,Patribotics,Fake
1120,Patribotics,Acceptable
1121,Patribotics,Acceptable
1122,Patribotics,Fake
1123,PBS,Real
1124,PBS,Real
1125,PBS,Real
1126,PBS,Real
1127,PBS,Real
1128,PBS,Real
1129,PBS,Real
1130,PBS,Real
1131,PBS,Real
1132,PBS,Real
1133,PBS,Real
1134,PBS,Real
1135,PBS,Real
1136,PBS,Real
1137,PBS,Real
1138,PBS,Real
1139,PBS,Real
1140,PBS,Real
1141,PJ Media,Fake
1142,PJ Media,Acceptable
1143,PJ Media,Real
1144,PJ Media,Real
1145,PJ Media,Fake
1146,PJ Media,Acceptable
1147,PJ Media,Real
1148,PJ Media,Real
1149,PJ Media,Real
1150,PJ Media,Fake
1151,PJ Media,Acceptable
1152,PJ Media,Acceptable
1153,PJ Media,Acceptable
1154,PJ Media,Real
1155,PJ Media,Acceptable
1156,Politico,Real
1157,Politico,Real
1158,Politico,Real
1159,Politico,Real
1160,Politico,Real
1161,Politico,Real
1162,Politico,Real
1163,Politico,Real
1164,Politico,Real
1165,Politico,Real
1166,Politico,Real
1167,Politico,Real
1168,Politico,Real
1169,Politico,Real
1170,Politico,Real
1171,"Progressive, The",Real
1172,"Progressive, The",Real
1173,"Progressive, The",Real
1174,"Progressive, The",Real
1175,"Progressive, The",Real
1176,"Progressive, The",Real
1177,"Progressive, The",Real
1178,"Progressive, The",Real
1179,"Progressive, The",Real
1180,"Progressive, The",Fake
1181,ProPublica,Real
1182,ProPublica,Real
1183,ProPublica,Real
1184,ProPublica,Real
1185,ProPublica,Real
1186,ProPublica,Real
1187,ProPublica,Real
1188,ProPublica,Real
1189,ProPublica,Real
1190,ProPublica,Real
1191,ProPublica,Real
1192,ProPublica,Real
1193,ProPublica,Real
1194,ProPublica,Real
1195,ProPublica,Real
1196,Quartz,Real
1197,Quartz,Real
1198,Quartz,Real
1199,Quartz,Real
1200,Quartz,Real
1201,Quartz,Real
1202,Quartz,Real
1203,Quartz,Real
1204,Quartz,Real
1205,Quartz,Real
1206,Quartz,Real
1207,Quartz,Real
1208,Quartz,Real
1209,Quartz,Real
1210,Quartz,Real
1211,Reason,Real
1212,Reason,Real
1213,Reason,Real
1214,Reason,Real
1215,Reason,Real
1216,Reason,Real
1217,Reason,Real
1218,Reason,Real
1219,Reason,Acceptable
1220,Reason,Real
1221,Reason,Real
1222,Reason,Real
1223,Reason,Real
1224,Reason,Real
1225,Reason,Acceptable
1226,RedState,Fake
1227,RedState,Fake
1228,RedState,Fake
1229,RedState,Fake
1230,RedState,Fake
1231,RedState,Real
1232,RedState,Fake
1233,RedState,Fake
1234,RedState,Real
1235,RedState,Fake
1236,RedState,Acceptable
1237,RedState,Fake
1238,RedState,Acceptable
1239,RedState,Fake
1240,Reuters,Real
1241,Reuters,Real
1242,Reuters,Real
1243,Reuters,Real
1244,Reuters,Real
1245,Reuters,Real
1246,Reuters,Real
1247,Reuters,Real
1248,Reuters,Real
1249,Reuters,Real
1250,Reuters,Real
1251,Reuters,Real
1252,Reuters,Real
1253,Reuters,Real
1254,Reuters,Real
1255,Reuters,Real
1256,Reuters,Real
1257,Reuters,Real
1258,Reuters,Real
1259,Reuters,Real
1260,Reuters,Real
1261,Reuters,Real
1262,Reuters,Real
1263,Reuters,Real
1264,Reuters,Real
1265,Reuters,Real
1266,Reuters,Real
1267,Reuters,Real
1268,Reuters,Real
1269,Reuters,Real
1270,Reuters,Real
1271,Reuters,Real
1272,Reuters,Real
1273,Reuters,Real
1274,Reuters,Real
1275,Reuters,Real
1276,Reuters,Real
1277,Reuters,Real
1278,Reuters,Real
1279,Reuters,Real
1280,Reuters,Real
1281,Reuters,Real
1282,Reuters,Real
1283,Reuters,Real
1284,Reuters,Real
1285,Second Nexus,Fake
1286,Second Nexus,Fake
1287,Second Nexus,Acceptable
1288,Second Nexus,Fake
1289,Second Nexus,Fake
1290,Second Nexus,Real
1291,Second Nexus,Acceptable
1292,Second Nexus,Fake
1293,Second Nexus,Acceptable
1294,Second Nexus,Real
1295,Second Nexus,Fake
1296,Second Nexus,Real
1297,Second Nexus,Acceptable
1298,Second Nexus,Fake
1299,Second Nexus,Real
1300,ShareBlue,Fake
1301,ShareBlue,Fake
1302,ShareBlue,Acceptable
1303,ShareBlue,Acceptable
1304,ShareBlue,Acceptable
1305,ShareBlue,Fake
1306,ShareBlue,Acceptable
1307,ShareBlue,Fake
1308,ShareBlue,Real
1309,ShareBlue,Fake
1310,ShareBlue,Fake
1311,ShareBlue,Acceptable
1312,ShareBlue,Real
1313,ShareBlue,Acceptable
1314,ShareBlue,Real
1315,Slate,Real
1316,Slate,Fake
1317,Slate,Real
1318,Slate,Real
1319,Slate,Real
1320,Slate,Real
1321,Slate,Real
1322,Slate,Acceptable
1323,Slate,Real
1324,Slate,Real
1325,Slate,Real
1326,Slate,Acceptable
1327,Slate,Acceptable
1328,Slate,Real
1329,Spoutable,Fake
1330,Talking Points Memo,Real
1331,Talking Points Memo,Real
1332,Talking Points Memo,Real
1333,Talking Points Memo,Real
1334,Talking Points Memo,Real
1335,Talking Points Memo,Real
1336,Talking Points Memo,Real
1337,Talking Points Memo,Real
1338,Talking Points Memo,Real
1339,Talking Points Memo,Real
1340,Talking Points Memo,Real
1341,Talking Points Memo,Real
1342,Talking Points Memo,Real
1343,Talking Points Memo,Real
1344,Talking Points Memo,Real
1345,The Advocate,Fake
1346,The Advocate,Real
1347,The Advocate,Fake
1348,The Advocate,Real
1349,The Advocate,Real
1350,The Advocate,Real
1351,The Advocate,Real
1352,The Advocate,Acceptable
1353,The Advocate,Acceptable
1354,The Advocate,Real
1355,The Advocate,Real
1356,The Advocate,Real
1357,The Advocate,Real
1358,The American Conservative,Acceptable
1359,The American Conservative,Acceptable
1360,The American Conservative,Acceptable
1361,The American Conservative,Real
1362,The American Conservative,Real
1363,The American Conservative,Fake
1364,The American Conservative,Acceptable
1365,The American Conservative,Real
1366,The American Conservative,Acceptable
1367,The American Conservative,Real
1368,The American Conservative,Acceptable
1369,The American Conservative,Acceptable
1370,The American Conservative,Real
1371,The American Conservative,Acceptable
1372,The Atlantic,Acceptable
1373,The Atlantic,Real
1374,The Atlantic,Acceptable
1375,The Atlantic,Real
1376,The Atlantic,Acceptable
1377,The Atlantic,Real
1378,The Atlantic,Real
1379,The Atlantic,Real
1380,The Atlantic,Real
1381,The Atlantic,Real
1382,The Atlantic,Real
1383,The Atlantic,Real
1384,The Atlantic,Real
1385,The Atlantic,Real
1386,The Blaze,Real
1387,The Blaze,Acceptable
1388,The Blaze,Real
1389,The Blaze,Real
1390,The Blaze,Fake
1391,The Blaze,Acceptable
1392,The Blaze,Real
1393,The Blaze,Real
1394,The Blaze,Real
1395,The Blaze,Fake
1396,The Blaze,Real
1397,The Blaze,Real
1398,The Blaze,Fake
1399,The Blaze,Fake
1400,The Blaze,Real
1401,The Economist,Acceptable
1402,The Economist,Real
1403,The Economist,Real
1404,The Economist,Real
1405,The Economist,Real
1406,The Economist,Real
1407,The Economist,Real
1408,The Economist,Acceptable
1409,The Economist,Real
1410,The Economist,Real
1411,The Economist,Real
1412,The Economist,Real
1413,The Economist,Real
1414,The Economist,Real
1415,The Federalist,Fake
1416,The Federalist,Acceptable
1417,The Federalist,Fake
1418,The Federalist,Acceptable
1419,The Federalist,Fake
1420,The Federalist,Acceptable
1421,The Federalist,Acceptable
1422,The Federalist,Fake
1423,The Federalist,Fake
1424,The Federalist,Real
1425,The Federalist,Real
1426,The Federalist,Acceptable
1427,The Federalist,Acceptable
1428,The Federalist,Real
1429,The Gateway Pundit,Fake
1430,The Gateway Pundit,Acceptable
1431,The Gateway Pundit,Acceptable
1432,The Gateway Pundit,Fake
1433,The Gateway Pundit,Acceptable
1434,The Gateway Pundit,Fake
1435,The Gateway Pundit,Fake
1436,The Gateway Pundit,Fake
1437,The Gateway Pundit,Fake
1438,The Gateway Pundit,Fake
1439,The Gateway Pundit,Acceptable
1440,The Gateway Pundit,Fake
1441,The Gateway Pundit,Fake
1442,The Gateway Pundit,Fake
1443,The Gateway Pundit,Real
1444,The Gateway Pundit,Fake
1445,The Guardian,Real
1446,The Guardian,Real
1447,The Guardian,Real
1448,The Guardian,Real
1449,The Guardian,Real
1450,The Guardian,Real
1451,The Guardian,Real
1452,The Guardian,Real
1453,The Guardian,Real
1454,The Guardian,Real
1455,The Guardian,Real
1456,The Guardian,Real
1457,The Guardian,Real
1458,The Guardian,Real
1459,The Guardian,Real
1460,The Hill,Real
1461,The Hill,Real
1462,The Hill,Real
1463,The Hill,Real
1464,The Hill,Real
1465,The Hill,Real
1466,The Hill,Real
1467,The Hill,Real
1468,The Hill,Real
1469,The Hill,Real
1470,The Hill,Real
1471,The Hill,Real
1472,The Hill,Real
1473,The Hill,Real
1474,The Hill,Real
1475,The Nation,Real
1476,The Nation,Acceptable
1477,The Nation,Real
1478,The Nation,Real
1479,The Nation,Acceptable
1480,The Nation,Acceptable
1481,The Nation,Real
1482,The Nation,Acceptable
1483,The Nation,Acceptable
1484,The Nation,Real
1485,The Nation,Real
1486,The Nation,Real
1487,The Nation,Real
1488,The New Yorker,Real
1489,The New Yorker,Real
1490,The New Yorker,Real
1491,The New Yorker,Fake
1492,The New Yorker,Real
1493,The New Yorker,Real
1494,The New Yorker,Real
1495,The New Yorker,Real
1496,The New Yorker,Real
1497,The New Yorker,Real
1498,The New Yorker,Real
1499,The New Yorker,Real
1500,The New Yorker,Real
1501,The New Yorker,Real
1502,The New Yorker,Real
1503,The Skimm,Real
1504,The Skimm,Real
1505,The Skimm,Real
1506,The Skimm,Real
1507,The Skimm,Real
1508,The Skimm,Real
1509,The Skimm,Real
1510,The Skimm,Real
1511,The Skimm,Real
1512,The Skimm,Real
1513,The Skimm,Real
1514,The Skimm,Real
1515,The Skimm,Real
1516,The Skimm,Real
1517,The Week,Real
1518,The Week,Real
1519,The Week,Real
1520,The Week,Acceptable
1521,The Week,Acceptable
1522,The Week,Real
1523,The Week,Real
1524,The Week,Real
1525,The Week,Acceptable
1526,The Week,Acceptable
1527,The Week,Fake
1528,The Week,Acceptable
1529,The Week,Real
1530,The Week,Acceptable
1531,The Week,Fake
1532,The Week,Acceptable
1533,The Week,Real
1534,The Week,Real
1535,The Week,Acceptable
1536,The Week,Acceptable
1537,Think Progress,Acceptable
1538,Think Progress,Acceptable
1539,Think Progress,Real
1540,Think Progress,Real
1541,Think Progress,Real
1542,Think Progress,Acceptable
1543,Think Progress,Real
1544,Think Progress,Real
1545,Think Progress,Real
1546,Think Progress,Real
1547,Think Progress,Real
1548,Think Progress,Real
1549,Think Progress,Real
1550,Think Progress,Acceptable
1551,Think Progress,Real
1552,Time,Real
1553,Time,Real
1554,Time,Real
1555,Time,Real
1556,Time,Real
1557,Time,Real
1558,Time,Real
1559,Time,Real
1560,Time,Real
1561,Time,Real
1562,Time,Real
1563,Time,Acceptable
1564,Time,Real
1565,Time,Real
1566,Time,Real
1567,Truthout,Fake
1568,Truthout,Fake
1569,Truthout,Acceptable
1570,Truthout,Acceptable
1571,Truthout,Real
1572,Truthout,Acceptable
1573,Truthout,Real
1574,Truthout,Real
1575,Truthout,Fake
1576,Truthout,Real
1577,Truthout,Fake
1578,Truthout,Real
1579,Truthout,Fake
1580,Truthout,Real
1581,Twitchy,Fake
1582,Twitchy,Fake
1583,Twitchy,Acceptable
1584,Twitchy,Fake
1585,Twitchy,Fake
1586,Twitchy,Fake
1587,Twitchy,Fake
1588,Twitchy,Acceptable
1589,Twitchy,Acceptable
1590,Twitchy,Fake
1591,Twitchy,Fake
1592,Twitchy,Fake
1593,Twitchy,Fake
1594,Twitchy,Acceptable
1595,Twitchy,Fake
1596,Twitchy,Fake
1597,UrNews24,Fake
1598,UrNews24,Acceptable
1599,UrNews24,Real
1600,UrNews24,Fake
1601,UrNews24,Real
1602,USA Today,Real
1603,USA Today,Real
1604,USA Today,Real
1605,USA Today,Real
1606,USA Today,Real
1607,USA Today,Real
1608,USA Today,Real
1609,USA Today,Real
1610,USA Today,Real
1611,USA Today,Real
1612,USA Today,Real
1613,USA Today,Real
1614,USA Today,Real
1615,USA Today,Real
1616,USA Today,Real
1617,USA Today,Acceptable
1618,USA Today,Real
1619,USA Today,Real
1620,USA Today,Real
1621,USA Today,Real
1622,USA Today,Real
1623,USA Today,Real
1624,USA Today,Real
1625,USA Today,Real
1626,USA Today,Real
1627,USA Today,Real
1628,USA Today,Real
1629,USA Today,Real
1630,USA Today,Real
1631,USA Today,Real
1632,Vanity Fair,Acceptable
1633,Vanity Fair,Real
1634,Vanity Fair,Real
1635,Vanity Fair,Acceptable
1636,Vanity Fair,Real
1637,Vanity Fair,Acceptable
1638,Vanity Fair,Acceptable
1639,Vanity Fair,Acceptable
1640,Vanity Fair,Real
1641,Vanity Fair,Acceptable
1642,Vanity Fair,Real
1643,Vanity Fair,Real
1644,Vanity Fair,Real
1645,Vice,Fake
1646,Vice,Real
1647,Vice,Real
1648,Vice,Fake
1649,Vice,Real
1650,Vice,Real
1651,Vice,Real
1652,Vice,Real
1653,Vice,Real
1654,Vice,Real
1655,Vice,Real
1656,Vice,Real
1657,Vice,Real
1658,Vice,Real
1659,Vice,Real
1660,Vox,Real
1661,Vox,Real
1662,Vox,Real
1663,Vox,Acceptable
1664,Vox,Real
1665,Vox,Real
1666,Vox,Real
1667,Vox,Real
1668,Vox,Real
1669,Vox,Real
1670,Vox,Real
1671,Vox,Real
1672,Vox,Real
1673,Vox,Real
1674,Wall Street Journal,Real
1675,Wall Street Journal,Real
1676,Wall Street Journal,Acceptable
1677,Wall Street Journal,Real
1678,Wall Street Journal,Real
1679,Wall Street Journal,Real
1680,Wall Street Journal,Real
1681,Wall Street Journal,Real
1682,Wall Street Journal,Real
1683,Wall Street Journal,Real
1684,Wall Street Journal,Real
1685,Wall Street Journal,Real
1686,Wall Street Journal,Real
1687,Wall Street Journal,Real
1688,Wall Street Journal,Real
1689,Wall Street Journal,Real
1690,Wall Street Journal,Real
1691,Wall Street Journal,Real
1692,Wall Street Journal,Real
1693,Wall Street Journal,Real
1694,Wall Street Journal,Real
1695,Wall Street Journal,Real
1696,Wall Street Journal,Real
1697,Wall Street Journal,Real
1698,Wall Street Journal,Real
1699,Wall Street Journal,Real
1700,Wall Street Journal,Real
1701,Wall Street Journal,Real
1702,Wall Street Journal,Real
1703,Wall Street Journal,Acceptable
1704,Wall Street Journal,Real
1705,Wall Street Journal,Real
1706,Wall Street Journal,Real
1707,Wall Street Journal,Real
1708,Wall Street Journal,Real
1709,Wall Street Journal,Real
1710,Wall Street Journal,Real
1711,Wall Street Journal,Real
1712,Wall Street Journal,Real
1713,Wall Street Journal,Real
1714,Wall Street Journal,Real
1715,Wall Street Journal,Real
1716,Wall Street Journal,Real
1717,Wall Street Journal,Real
1718,Wall Street Journal,Real
1719,Washington Examiner,Fake
1720,Washington Examiner,Real
1721,Washington Examiner,Real
1722,Washington Examiner,Acceptable
1723,Washington Examiner,Real
1724,Washington Examiner,Real
1725,Washington Examiner,Fake
1726,Washington Examiner,Acceptable
1727,Washington Examiner,Acceptable
1728,Washington Examiner,Real
1729,Washington Examiner,Acceptable
1730,Washington Examiner,Real
1731,Washington Examiner,Real
1732,Washington Examiner,Real
1733,Washington Examiner,Real
1734,Washington Examiner,Real
1735,Washington Free Beacon,Acceptable
1736,Washington Free Beacon,Acceptable
1737,Washington Free Beacon,Real
1738,Washington Free Beacon,Real
1739,Washington Free Beacon,Real
1740,Washington Free Beacon,Acceptable
1741,Washington Free Beacon,Acceptable
1742,Washington Free Beacon,Real
1743,Washington Free Beacon,Real
1744,Washington Free Beacon,Real
1745,Washington Free Beacon,Real
1746,Washington Free Beacon,Acceptable
1747,Washington Free Beacon,Acceptable
1748,Washington Free Beacon,Acceptable
1749,Washington Free Beacon,Real
1750,Washington Free Beacon,Real
1751,Washington Monthly,Real
1752,Washington Monthly,Fake
1753,Washington Monthly,Acceptable
1754,Washington Monthly,Fake
1755,Washington Monthly,Fake
1756,Washington Monthly,Acceptable
1757,Washington Monthly,Acceptable
1758,Washington Monthly,Real
1759,Washington Monthly,Acceptable
1760,Washington Monthly,Acceptable
1761,Washington Monthly,Acceptable
1762,Washington Monthly,Acceptable
1763,Washington Monthly,Real
1764,Washington Monthly,Real
1765,Washington Monthly,Real
1766,Washington Post,Fake
1767,Washington Post,Real
1768,Washington Post,Acceptable
1769,Washington Post,Real
1770,Washington Post,Real
1771,Washington Post,Real
1772,Washington Post,Real
1773,Washington Post,Real
1774,Washington Post,Real
1775,Washington Post,Real
1776,Washington Post,Real
1777,Washington Post,Real
1778,Washington Post,Real
1779,Washington Post,Real
1780,Washington Post,Real
1781,Washington Post,Real
1782,Washington Post,Real
1783,Washington Post,Real
1784,Washington Post,Real
1785,Washington Post,Real
1786,Washington Post,Real
1787,Washington Post,Real
1788,Washington Post,Real
1789,Washington Post,Real
1790,Washington Post,Acceptable
1791,Washington Post,Real
1792,Washington Post,Acceptable
1793,Washington Post,Real
1794,Washington Post,Real
1795,Washington Post,Real
1796,Washington Post,Real
1797,Washington Post,Real
1798,Washington Post,Real
1799,Washington Post,Real
1800,Washington Post,Real
1801,Washington Post,Real
1802,Washington Post,Real
1803,Washington Post,Real
1804,Washington Post,Real
1805,Washington Post,Acceptable
1806,Washington Post,Real
1807,Washington Post,Real
1808,Washington Post,Real
1809,Washington Post,Real
1810,Washington Post,Real
1811,Washington Post,Real
1812,Washington Post,Real
1813,Washington Post,Real
1814,Washington Post,Real
1815,Washington Post,Real
1816,Washington Post,Real
1817,Washington Post,Real
1818,Washington Post,Real
1819,Washington Post,Real
1820,Washington Post,Real
1821,Washington Post,Real
1822,Washington Post,Real
1823,Washington Post,Real
1824,Washington Post,Real
1825,Washington Post,Real
1826,Washington Post,Real
1827,Washington Post,Real
1828,Washington Post,Real
1829,Washington Post,Real
1830,Washington Post,Real
1831,Washington Post,Real
1832,Washington Post,Real
1833,Washington Post,Real
1834,Washington Post,Real
1835,Washington Post,Real
1836,Washington Post,Real
1837,Washington Post,Acceptable
1838,Washington Post,Real
1839,Washington Post,Real
1840,Washington Post,Real
1841,Washington Post,Real
1842,Washington Post,Real
1843,Washington Post,Real
1844,Washington Post,Real
1845,Washington Post,Real
1846,Washington Post,Real
1847,Washington Post,Real
1848,Washington Post,Real
1849,Washington Post,Real
1850,Washington Post,Real
1851,Washington Post,Real
1852,Washington Post,Real
1853,Washington Post,Acceptable
1854,Washington Post,Acceptable
1855,Washington Times,Fake
1856,Washington Times,Real
1857,Washington Times,Real
1858,Washington Times,Real
1859,Washington Times,Real
1860,Washington Times,Real
1861,Washington Times,Fake
1862,Washington Times,Real
1863,Washington Times,Real
1864,Washington Times,Real
1865,Washington Times,Acceptable
1866,Washington Times,Real
1867,Washington Times,Real
1868,Washington Times,Real
1869,Washington Times,Real
1870,Weather.com,Real
1871,Weather.com,Real
1872,Weather.com,Real
1873,Weather.com,Real
1874,Weather.com,Real
1875,Wonkette,Fake
1876,Wonkette,Fake
1877,Wonkette,Fake
1878,Wonkette,Fake
1879,Wonkette,Fake
1880,Wonkette,Fake
1881,Wonkette,Fake
1882,Wonkette,Fake
1883,Wonkette,Fake
1884,Wonkette,Fake
1885,Wonkette,Fake
1886,Wonkette,Fake
1887,Wonkette,Fake
1888,World Truth TV,Fake
1889,World Truth TV,Fake
1890,World Truth TV,Fake
1891,World Truth TV,Fake
1892,World Truth TV,Fake
1893,World Truth TV,Fake
1894,World Truth TV,Fake
1895,World Truth TV,Fake
1896,World Truth TV,Real
1897,World Truth TV,Acceptable
1898,World Truth TV,Fake
1899,World Truth TV,Acceptable
1900,World Truth TV,Fake
1901,WorldNetDaily,Fake
1902,WorldNetDaily,Fake
1903,WorldNetDaily,Acceptable
1904,WorldNetDaily,Acceptable
1905,WorldNetDaily,Fake
1906,WorldNetDaily,Fake
1907,WorldNetDaily,Real
1908,WorldNetDaily,Real
1909,WorldNetDaily,Real
1910,WorldNetDaily,Acceptable
1911,WorldNetDaily,Fake
1912,WorldNetDaily,Fake
1913,WorldNetDaily,Fake
1914,WorldNetDaily,Fake
1915,WorldNetDaily,Acceptable
